mid,tid,nama_merchant,peruntukkan,jenis,kanwil_no_rek,uker_no_rek,no_rek,cur_balance,kanwil_pemrakarsa,kanwil_nama_pemrakarsa,uker_pemrakarsa,uker_nama_pemrakarsa,user_pemrakarsa,kanwil_implementor,kanwil_nama_implementor,uker_implementor,uker_nama_implementor,group_code,group_name,sub_group_code,sub_group_name,last_available,status_available,last_utility,status_utility,last_transactional,status_transactional,is_mms,is_md_mms,longitude,latitude,sn_edc,merk_edc,versi_app,versi_app_mapped,status_reliability_pemrakarsa,status_reliability_implementor,alamat_merchant,kelurahan,kecamatan,kabupaten,provinsi,kodepos,pic,telp,tgl_pasang,last_pm_date,amt
001999127868,11032294,"TOKO MAS AULIA",MERCHANT,RITEL,X,1770,17700100XXXXXX,,X,"KANWIL PEKANBARU",696,"KC Pekanbaru Tuanku Tambusai","00142880|KELLY GUSMELIA",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI","2025-10-01 13:49:47",2,"2025-09-26 17:14:03",2,"2025-09-26 17:14:03",2,1,1,,,,,,,,,"JL SOEKARNO HATTA","SIDOMULYO KEL",TAMPAN,"PEKANBARU KOT.",RIAU,28294,EDMURITIF,08228XXXXXX,,"2025-09-24 16:06:44",6
001999128776,11034816,"AGUNG TOYOTA",MERCHANT,"FMS RITEL",X,668,06680100XXXXXX,,X,"KANWIL PEKANBARU",668,"KC Teluk Kuantan","00270771|DANNY PUTRA ",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-10-01 04:10:28",2,"2025-09-28 10:22:36",2,"2025-09-28 10:22:36",2,1,1,,,,,,,,,"JL PROKLAMASI SUNGAI JERING","DS/KEL LAINNYA","KUANTAN TENGAH","KUANTAN SINGING KAB.",RIAU,29562,"NOPRI PAHLAWAN",082284306825/08228XXXXXX,2021-06-07,"2025-09-20 11:22:14",6
001999129179,11035338,"VARIASI MOBIL",MERCHANT,RITEL,X,619,06190100XXXXXX,,X,"KANWIL PEKANBARU",619,"KC Bagan Batu","00159351|RICO MIZPA SIMATUPANG ",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-09-25 14:25:40",2,"2025-09-18 19:55:21",3,"2025-09-18 19:55:21",3,1,1,,,,,,,,,"DUSUN SIMPANG PUJUD","DS/KEL LAINNYA","BAGAN SINEMBAH","ROKAN HILIR KAB.",RIAU,28992,"HERMANTO BUTAR-BUTAR",08535XXXXXX,2021-03-31,"2025-09-15 13:06:47",6
001999129821,11040604,"AYOKBBQ PEKANBARU",MERCHANT,RITEL,X,1602,16020100XXXXXX,,X,"KANWIL PEKANBARU",170,"KC Pekanbaru Sudirman","00288795|LADY FEBRIANTY R",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI","2025-09-28 16:59:25",2,"2025-09-28 16:59:25",2,"2025-09-28 16:59:25",2,1,1,,,,,,,,,"JALAN SOEKARNO HATTA TOYOTA","TAMPAN DS",TAMPAN,"PEKANBARU KOT.",RIAU,28292,"LENNY INDRIANI",08117505000/0811XXXXXX,,"2025-09-19 11:42:51",6
001999131081,11042522,"TOKO GLOBAL STAR",MERCHANT,"FMS RITEL",X,2117,21170177XXXXXX,11643186.03,X,"KANWIL PEKANBARU",331,"KC Batam Nagoya","00212110|ADE CHANDRA",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI","2025-10-01 22:43:31",2,"2025-10-01 21:13:33",2,"2025-10-01 21:13:33",2,1,1,,,,,,,,,"RUKO RANANTA RESIDENCE A/3","BALOI PERMAI KEL.",NONGSA,"BATAM KOT.","KEPULAUAN RIAU",29463,ARIANTO,081270038833/08127XXXXXX,2023-03-13,"2025-09-11 10:04:16",6
001999131086,11042527,"TOKO MAS PERDANA",MERCHANT,RITEL,X,2116,21160100XXXXXX,,X,"KANWIL PEKANBARU",170,"KC Pekanbaru Sudirman","00182257|ZULFAHRI NAIM",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI","2025-10-01 17:27:34",2,"2025-10-01 17:27:34",2,"2025-10-01 17:27:34",2,1,1,,,,,,,,,"JALAN TERATAI NO. 41","SUKAJADI KEL",SUKAJADI,"PEKANBARU KOT.",RIAU,28121,"ALI BAKRI",0811757940/081XXXXXX,,"2025-09-15 17:03:08",6
001999131466,10711253,"ANGGREK MAS MART",MERCHANT,RITEL,X,618,06180100XXXXXX,,X,"KANWIL PEKANBARU",618,"KC Tanjung Balai Karimun","00283711|PONCO RINALDO",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-10-01 21:37:42",2,"2025-10-01 13:01:24",2,"2025-10-01 13:01:24",2,1,1,,,,,,,,,"JL R OESMAN","DS/KEL. LAINNYA",KARIMUN,"KARIMUN KAB.","KEPULAUAN RIAU",29661,SUYADI,08527XXXXXX,2021-05-18,"2025-09-09 11:47:52",6
001999131498,10711297,"TOKO MAS NEW KARYA MULIA",MERCHANT,RITEL,X,2116,21160100XXXXXX,,X,"KANWIL PEKANBARU",170,"KC Pekanbaru Sudirman","00288795|LADY FEBRIANTY R",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI","2025-10-01 13:48:23",2,"2025-10-01 13:47:44",2,"2025-10-01 13:47:44",2,1,1,,,,,,,,,"CENTRAL PLAZA PASAR KODIM","PADANG BULAN KEL",SENAPELAN,"PEKANBARU KOT.",RIAU,28156,"ALI BAKRI",0811757940/081XXXXXX,,"2025-09-12 16:28:36",6
001999131499,10711298,"TOKO MAS KARYA MULIA NO42",MERCHANT,RITEL,X,2116,21160100XXXXXX,,X,"KANWIL PEKANBARU",170,"KC Pekanbaru Sudirman","00339965|JONI PRANATA",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI","2025-09-23 17:32:40",3,"2025-09-23 17:32:12",3,"2025-09-23 17:32:12",3,1,1,,,,,,,,,"JALAN TERATAI NO. 42","SUKAJADI KEL",SUKAJADI,"PEKANBARU KOT.",RIAU,28121,"ALI BAKRI",0811757940/081XXXXXX,,"2025-09-15 16:56:03",6
001999131500,10711299,"KLINIK PRATAMA TRANS BEAUTY",MERCHANT,RITEL,X,170,01700100XXXXXX,,X,"KANWIL PEKANBARU",170,"KC Pekanbaru Sudirman","00288795|LADY FEBRIANTY R",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI","2025-09-30 13:20:34",2,"2025-09-13 14:52:03",4,"2025-09-06 12:50:33",4,1,1,,,,,,,,,"JALAN JEND. SUDIRMAN NO. 115","SUKARAMAI KEL","PEKANBARU KOTA","PEKANBARU KOT.",RIAU,28113,"RUTH AGUSTINA SINAGA",081372173059/08137XXXXXX,,"2025-09-13 14:51:26",6
001999137350,10572588,"METROPOLITAN MARKET 1",MERCHANT,RITEL,X,170,01700100XXXXXX,,X,"KANWIL PEKANBARU",170,"KC Pekanbaru Sudirman","00339964|DINA DAMAYANTI",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI","2025-10-01 20:51:52",2,"2025-09-30 15:42:53",2,"2025-09-30 15:42:53",2,1,1,,,,,,,,,"JL HR SOEBRANTAS KOMP MTC","TAMPAN DS",TAMPAN,"PEKANBARU KOT.",RIAU,28292,"RIENTY MASRIEL",081277877781/08127XXXXXX,,"2025-09-06 14:05:12",6
001999137742,10573030,"TOKO AMANAH",MERCHANT,"FMS RITEL",X,2026,20260100XXXXXX,,X,"KANWIL PEKANBARU",560,"KC Duri","00282364|ISWANDI ",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-10-01 16:45:00",2,"2025-09-30 08:05:52",2,"2025-09-30 08:05:52",2,1,1,,,,,,,,,"SP1 SEKIJANG","DS/KEL LAINNYA",TAPUNG,"KAMPAR KAB.",RIAU,28464,"IQBAL ARIF SATRIO",085257781161/08525XXXXXX,2021-09-16,"2025-08-22 15:22:40",6
001999138483,11054514,"HE PHONE COLLECTION",MERCHANT,RITEL,X,1571,15710100XXXXXX,13748380.60,X,"KANWIL PEKANBARU",170,"KC Pekanbaru Sudirman","00286466|LIA HANDAYANI",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI","2025-09-30 11:15:17",2,"2025-09-18 16:06:36",3,"2025-09-14 18:05:44",4,1,1,,,,,,,,,"PLAZA SENAPELAN LT DASAR","PADANG TERUBUK KEL",SENAPELAN,"PEKANBARU KOT.",RIAU,28155,HARIYONO,085271200777/08527XXXXXX,,"2025-09-18 16:06:08",6
001999140728,11058468,"HORPINTA MEDICAL CENTER",MERCHANT,"FMS RITEL",X,2026,20260100XXXXXX,,X,"KANWIL PEKANBARU",560,"KC Duri","00282364|ISWANDI ",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-09-30 12:38:25",2,"2025-09-30 12:38:25",2,"2025-05-16 20:38:43",5,1,1,,,,,,,,,"JL. RAYA PKU-DURI KM77","DS/KEL LAINNYA",KANDIS,"SIAK KAB.",RIAU,28686,"HENDRA SARAGIH",085271164687/08527XXXXXX,2021-06-17,"2025-07-18 18:00:52",6
001999141008,11058663,"RM PONDOK MELAYU PKU",MERCHANT,RITEL,X,170,01700100XXXXXX,49898683.40,X,"KANWIL PEKANBARU",170,"KC Pekanbaru Sudirman","00286466|LIA HANDAYANI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-09-30 01:55:24",2,"2025-09-29 12:14:49",2,"2025-09-28 17:50:54",2,1,1,,,,,,,,,"JALAN ADI SUCIPTO NO.1","SIDOMULYO KEL",TAMPAN,"PEKANBARU KOT.",RIAU,28294,YUSNIATY,08127581284/0812XXXXXX,2021-10-29,"2025-09-29 12:12:15",6
001999142916,11062687,"HOLYCOW STEAK PEKANBARU",MERCHANT,RITEL,X,170,01700100XXXXXX,,X,"KANWIL PEKANBARU",170,"KC Pekanbaru Sudirman","00182257|ZULFAHRI NAIM",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI","2025-10-01 21:31:39",2,"2025-10-01 20:24:55",2,"2025-10-01 20:24:55",2,1,1,,,,,,,,,"JALAN SOEKARNO HATTA NO. 45","LABUH BARU DS",TAMPAN,"PEKANBARU KOT.",RIAU,28291,"SANTY ELFIANNA",0811756297/081XXXXXX,,"2025-09-19 11:01:16",6
001999143700,11063769,"TOKO MAS INTAN SORI",MERCHANT,"FMS RITEL",X,1515,15150102XXXXXX,,X,"KANWIL PEKANBARU",331,"KC Batam Nagoya","00212110|ADE CHANDRA",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI","2025-09-28 20:01:49",2,"2025-09-28 17:01:52",2,"2025-09-28 17:01:52",2,1,1,,,,,,,,,"PANBIL MALL LT 1","MUKAKUNING KEL.","SUNGAI BEDUK","BATAM KOT.","KEPULAUAN RIAU",29433,DESRIJON,0811691344/081XXXXXX,,"2025-09-27 16:24:54",6
001999143704,11063773,"TOKO MELODY 2",MERCHANT,RITEL,X,618,06180102XXXXXX,,X,"KANWIL PEKANBARU",618,"KC Tanjung Balai Karimun","00298316|FAJAR MAHARDIKA ",X,"KANWIL PEKANBARU",,,X,"KANWIL PEKANBARU",OTHERS,OTHERS,,0,,0,,0,1,0,,,,,,,,,,,,,,,,,,,
001999144970,11065602,"57 CELL",MERCHANT,RITEL,X,560,05600104XXXXXX,8538545.60,X,"KANWIL PEKANBARU",560,"KC Duri","90112806|AFRIAN PRADANA PUTRI",X,"KANWIL PEKANBARU",,,X,"KANWIL PEKANBARU",OTHERS,OTHERS,,0,,0,,0,1,0,,,,,,,,,,,,,,,,,,,
001999144972,11065604,"TRANSMETRO PEKANBARU",MERCHANT,RITEL,X,696,06960100XXXXXX,,X,"KANWIL PEKANBARU",696,"KC Pekanbaru Tuanku Tambusai","90115259|MOHD. WIRA NOVENDRA",X,"KANWIL PEKANBARU",,,X,"KANWIL PEKANBARU",OTHERS,OTHERS,,0,,0,,0,1,0,,,,,,,,,,,,,,,,,,,
001999145041,11065682,"TOKO MAS SELECTA BARU",MERCHANT,RITEL,X,2161,21610100XXXXXX,3081424.00,X,"KANWIL PEKANBARU",622,"KC Pangkalan Kerinci","00287779|FITRI HERLINA",X,"KANWIL PEKANBARU",,,X,"KANWIL PEKANBARU",OTHERS,OTHERS,,0,,0,,0,1,0,,,,,,,,,,,,,,,,,,,
001999145631,10703765,"JAMBU KRISTAL JL DELIMA",MERCHANT,RITEL,X,2210,22100100XXXXXX,,X,"KANWIL PEKANBARU",170,"KC Pekanbaru Sudirman","00147963|DINA ARYANITA",X,"KANWIL PEKANBARU",,,X,"KANWIL PEKANBARU",OTHERS,OTHERS,,0,,0,,0,1,0,,,,,,,,,,,,,,,,,,,
001999145634,10703768,"A2 CELL",MERCHANT,RITEL,X,560,05600105XXXXXX,,X,"KANWIL PEKANBARU",560,"KC Duri","90112806|AFRIAN PRADANA PUTRI",X,"KANWIL PEKANBARU",,,X,"KANWIL PEKANBARU",OTHERS,OTHERS,,0,,0,,0,1,0,,,,,,,,,,,,,,,,,,,
001999145875,11066249,"SPBU 14-283-628",MERCHANT,RITEL,X,696,06960100XXXXXX,,X,"KANWIL PEKANBARU",696,"KC Pekanbaru Tuanku Tambusai","90115259|MOHD. WIRA NOVENDRA",X,"KANWIL PEKANBARU",,,X,"KANWIL PEKANBARU",OTHERS,OTHERS,,0,,0,,0,1,0,,,,,,,,,,,,,,,,,,,
001999146034,11046247,"BATAM RAYA AUTO DESIGN",MERCHANT,RITEL,X,696,06960103XXXXXX,,X,"KANWIL PEKANBARU",696,"KC Pekanbaru Tuanku Tambusai","90115259|MOHD. WIRA NOVENDRA",X,"KANWIL PEKANBARU",,,X,"KANWIL PEKANBARU",OTHERS,OTHERS,,0,,0,,0,1,0,,,,,,,,,,,,,,,,,,,
001999147081,10621576,"INSYIRA OLEH-OLEH PEKANBARU",MERCHANT,RITEL,X,696,06960102XXXXXX,,X,"KANWIL PEKANBARU",696,"KC Pekanbaru Tuanku Tambusai","90115259|MOHD. WIRA NOVENDRA",X,"KANWIL PEKANBARU",,,X,"KANWIL PEKANBARU",OTHERS,OTHERS,,0,,0,,0,1,0,,,,,,,,,,,,,,,,,,,
001999147329,10580471,"OK CELLULER",MERCHANT,"FMS RITEL",X,331,03310109XXXXXX,,X,"KANWIL PEKANBARU",331,"KC Batam Nagoya",,X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-10-02 03:31:13",1,"2025-10-01 16:22:31",2,"2025-10-01 16:22:31",2,1,1,,,,,,,,,"MITRA MALL NO. A6 A7","BATU AJI KEL.","SUNGAI BEDUK","BATAM KOT.","KEPULAUAN RIAU",29438,OKTOVIARDI,085376210000/08537XXXXXX,2023-06-07,"2025-09-10 14:53:47",6
001999147330,10580472,"CEMERLANG MANDIRI",MERCHANT,RITEL,X,696,06960100XXXXXX,,X,"KANWIL PEKANBARU",696,"KC Pekanbaru Tuanku Tambusai","90115259|MOHD. WIRA NOVENDRA",X,"KANWIL PEKANBARU",,,X,"KANWIL PEKANBARU",OTHERS,OTHERS,,0,,0,,0,1,0,,,,,,,,,,,,,,,,,,,
001999147331,10580473,"DOMOOD DONUTS",MERCHANT,RITEL,X,696,06960103XXXXXX,,X,"KANWIL PEKANBARU",696,"KC Pekanbaru Tuanku Tambusai","90115259|MOHD. WIRA NOVENDRA",X,"KANWIL PEKANBARU",,,X,"KANWIL PEKANBARU",OTHERS,OTHERS,,0,,0,,0,1,0,,,,,,,,,,,,,,,,,,,
001999147332,10580474,"TOKO MAS SUKA HATI",MERCHANT,"FMS RITEL",X,331,03310100XXXXXX,,X,"KANWIL PEKANBARU",331,"KC Batam Nagoya",,X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-10-02 03:41:10",1,"2025-09-27 16:41:03",2,"2025-09-27 16:41:03",2,1,1,,,,,,,,,"PANBIL MALL LT DASAR NO.79","MUKAKUNING KEL.","SUNGAI BEDUK","BATAM KOT.","KEPULAUAN RIAU",29433,"RAHMAT AMRI",081266666649/08126XXXXXX,2021-08-31,"2025-09-16 13:37:15",6
001999147510,10622188,"RADISSON HOTEL",MERCHANT,RITEL,X,331,03310100XXXXXX,,X,"KANWIL PEKANBARU",331,"KC Batam Nagoya","00184404|YOLANDA MULYADI",X,"KANWIL PEKANBARU",,,X,"KANWIL PEKANBARU",OTHERS,OTHERS,,0,,0,,0,1,0,,,,,,,,,,,,,,,,,,,
001999148177,10898553,"EUPHORIA CAFÉ & RESTO",MERCHANT,RITEL,X,2115,21150100XXXXXX,,X,"KANWIL PEKANBARU",170,"KC Pekanbaru Sudirman","00147963|DINA ARYANITA",X,"KANWIL PEKANBARU",,,X,"KANWIL PEKANBARU",OTHERS,OTHERS,,0,,0,,0,1,0,,,,,,,,,,,,,,,,,,,
001999150754,11072531,"TOKO MAS TUNAS BARU",MERCHANT,"FMS RITEL",X,3357,33570100XXXXXX,,X,"KANWIL PEKANBARU",170,"KC Pekanbaru Sudirman","00182257|ZULFAHRI NAIM",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-10-01 10:08:22",2,"2025-09-25 14:59:55",2,"2025-09-25 14:59:55",2,1,1,,,,,,,,,"JL ADI SUCIPTO ARENGKA SP4","SIDOMULYO KEL",TAMPAN,"PEKANBARU KOT.",RIAU,28294,TRUMRIZAL,081365378578/08136XXXXXX,,"2025-09-23 16:41:22",6
001999151135,10530696,"ROMA PONSEL",MERCHANT,RITEL,X,560,05600105XXXXXX,,X,"KANWIL PEKANBARU",560,"KC Duri","90112806|AFRIAN PRADANA PUTRI",X,"KANWIL PEKANBARU",,,X,"KANWIL PEKANBARU",OTHERS,OTHERS,,0,,0,,0,1,0,,,,,,,,,,,,,,,,,,,
001999151139,10530700,"RSIA MILANO",MERCHANT,RITEL,X,668,06680100XXXXXX,,X,"KANWIL PEKANBARU",668,"KC Teluk Kuantan","00270771|DANNY PUTRA ",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-10-01 11:42:24",2,"2025-10-01 11:40:39",2,"2025-10-01 11:40:39",2,1,1,,,,,,,,,"JL PERINTIS KEMERDEKAAN LINGKU","DS/KEL LAINNYA","KUANTAN TENGAH","KUANTAN SINGING KAB.",RIAU,29562,"DR YULPETROPALA SP OG",0811764890/081XXXXXX,2021-12-09,"2025-09-20 10:30:45",6
001999151141,10530702,"TOKO MAS GIHON",MERCHANT,"FMS RITEL",X,3544,35440100XXXXXX,,X,"KANWIL PEKANBARU",170,"KC Pekanbaru Sudirman","00288795|LADY FEBRIANTY R",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-09-23 16:36:13",3,"2025-09-23 16:32:54",3,"2025-08-27 13:36:49",5,1,1,,,,,,,,,"JL ADI SUCIPTO SP 4 ARENGKA","SIDOMULYO KEL",TAMPAN,"PEKANBARU KOT.",RIAU,28294,DARMASYAH,081371203485/08137XXXXXX,,"2025-09-23 16:32:15",6
001999151143,10530704,"RONNY CELL",MERCHANT,"FMS RITEL",X,331,03310109XXXXXX,,X,"KANWIL PEKANBARU",331,"KC Batam Nagoya","00317979|MUHAMAD FAJRI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-10-02 03:31:01",1,"2025-09-27 16:05:42",2,"2025-09-27 16:05:42",2,1,1,,,,,,,,,"DC MALL LT DASAR","BATU SELICIN KEL.","LUBUK BAJA","BATAM KOT.","KEPULAUAN RIAU",29441,RONNY,08137XXXXXX,,"2025-08-16 14:22:09",6
001999151144,10530707,"HIKAYAT COLLECTION",MERCHANT,"FMS RITEL",X,170,01700108XXXXXX,,X,"KANWIL PEKANBARU",170,"KC Pekanbaru Sudirman","00339965|JONI PRANATA",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-10-01 19:34:39",2,"2025-09-30 13:46:50",2,"2025-09-29 16:40:37",2,1,1,,,,,,,,,"JL JEND SUDIRMAN","SUKARAMAI KEL","PEKANBARU KOTA","PEKANBARU KOT.",RIAU,28113,"MUHAMMAD BUDI UTAMA",081268381757/08126XXXXXX,,"2025-09-30 13:45:57",6
001999151699,11073743,"LINTANG PONSEL",MERCHANT,RITEL,X,175,01750100XXXXXX,,X,"KANWIL PEKANBARU",175,"KC Tembilahan","00301913|MARIA HAVLYN L",X,"KANWIL PEKANBARU",,,X,"KANWIL PEKANBARU",OTHERS,OTHERS,,0,,0,,0,1,0,,,,,,,,,,,,,,,,,,,
001999152105,11074457,"AUTO BAN",MERCHANT,"FMS RITEL",X,331,03310100XXXXXX,,X,"KANWIL PEKANBARU",331,"KC Batam Nagoya","00259095|ZHOLANDA HADIANA PISCHA",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-10-01 17:12:50",2,"2025-10-01 08:58:01",2,"2025-10-01 08:58:01",2,1,1,,,,,,,,,"JL DUYUNG BALOI C1 NO 4","LUBUK BAJA KOTA KEL.","LUBUK BAJA","BATAM KOT.","KEPULAUAN RIAU",29444,HENDRA,0811704327/081XXXXXX,,"2025-09-04 11:00:51",6
001999152112,11074464,"TOKO MAS SUMBAR BARU",MERCHANT,"FMS RITEL",X,621,06210100XXXXXX,,X,"KANWIL PEKANBARU",621,"KC Batam Center","00283711|PONCO RINALDO ",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-10-02 03:31:17",1,"2025-10-01 13:41:17",2,"2025-10-01 13:41:17",2,1,1,,,,,,,,,"RUKO BOTANIA GAREDEN B6 NO 2A","BELIAN KEL.",NONGSA,"BATAM KOT.","KEPULAUAN RIAU",29464,"HENDRI JUNAIDI",081372589303/08137XXXXXX,,"2025-09-03 13:25:38",6
001999152170,10865193,"PT PERMATA BANGKO PUSAKO",MERCHANT,"FMS RITEL",X,2151,21510100XXXXXX,,X,"KANWIL PEKANBARU",2,"KC Bagan Siapi api","00217111|SHINTA PRATIWI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-10-02 06:45:17",1,"2025-10-02 06:43:55",1,"2025-10-02 06:43:55",1,1,1,,,,,,,,,"JL LINTAS SUMATERA RIAU KM 03","DS/KEL LAINNYA","BAGAN SINEMBAH","ROKAN HILIR KAB.",RIAU,28992,"MUHAMMAD DARWIN",081260903765/08126XXXXXX,2022-01-01,"2025-09-10 15:10:58",6
001999152171,10865194,"PT. BANJAR BUANA MIGAS",MERCHANT,"FMS RITEL",X,2151,21510100XXXXXX,1483435534.44,X,"KANWIL PEKANBARU",2,"KC Bagan Siapi api","00217111|SHINTA PRATIWI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-10-02 03:31:27",1,"2025-10-01 18:41:48",2,"2025-10-01 18:41:48",2,1,1,,,,,,,,,"JL LINTAS SUMATERA-RIAU","DS/KEL LAINNYA","TANAH PUTIH","ROKAN HILIR KAB.",RIAU,28983,"DARMA PUTRA",082274148519/08227XXXXXX,2022-01-01,"2025-09-25 14:07:50",6
001999153718,11080718,"TOKO EMAS MULIA INDAH",MERCHANT,"FMS RITEL",X,696,06960101XXXXXX,1593329.60,X,"KANWIL PEKANBARU",170,"KC Pekanbaru Sudirman","00182257|ZULFAHRI NAIM",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-10-02 03:59:06",1,"2025-10-01 15:39:09",2,"2025-10-01 15:39:09",2,1,1,,,,,,,,,"PASAR CIK PUAN JL TAMBUSAI","TANGKERANG BARAT KEL","BUKIT RAYA","PEKANBARU KOT.",RIAU,28282,"INDRA JAYA",08126883302/0812XXXXXX,,"2025-09-04 14:42:19",6
001999153719,11080719,"TOKO ERBE",MERCHANT,"FMS RITEL",X,3360,33600100XXXXXX,,X,"KANWIL PEKANBARU",170,"KC Pekanbaru Sudirman","00189155|DEDDY CHANDRA D",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-10-02 00:00:27",1,"2025-09-24 08:08:31",3,"2025-09-24 08:08:31",3,1,1,,,,,,,,,"JL PALAS MEKAR SRI MERANTI","UMBANSARI KEL",RUMBAI,"PEKANBARU KOT.",RIAU,28265,"RUDDHY BULKAINI",08137XXXXXX,,"2025-09-06 14:46:28",6
001999153872,11081092,"RECAFFE PLATINUM",MERCHANT,"FMS RITEL",X,2210,22100100XXXXXX,,X,"KANWIL PEKANBARU",170,"KC Pekanbaru Sudirman","00253289|RIKO ARIANTO",X,"KANWIL PEKANBARU",,,X,"KANWIL PEKANBARU",OTHERS,OTHERS,,0,,0,,0,1,0,,,,,,,,,,,,,,,,,,,
